State,Product,District,LGD Code,Category,Sector,Description,GI Status,Photo,Ministry/ Department
Andhra Pradesh,Pedana kalamkari Fabrics,Krishna,510,Tertiary,Textile,"Pedana Kalamkari Fabrics from Krishna, Andhra Pradesh, exemplify the region's rich artistic heritage and craftsmanship. Using traditional techniques, skilled artisans intricately hand-paint elaborate designs onto fabric, creating stunning motifs and patterns. Each piece tells a story, often drawing inspiration from mythology or nature, and reflects the cultural richness of the region. With their vibrant colors and meticulous detailing, Pedana Kalamkari Fabrics are cherished as timeless works of art, showcasing Andhra Pradesh's traditional textile mastery.",Yes,https://drive.google.com/file/d/1ly711gDE8huMkWboP6gBndRAIX74kmQh/view?usp=drive_link,Ministry of Textile
Andhra Pradesh,Bandar / Polavaram Sarees,Krishna,510,Others,Handloom,"Bandar/Polavaram Sarees from Krishna, Andhra Pradesh, epitomize grace and tradition. Handwoven by skilled artisans, these sarees feature intricate motifs and vibrant colors that reflect the region's rich cultural heritage. Known for their soft texture and timeless appeal, each saree is a masterpiece that captures the essence of Andhra Pradesh's weaving heritage. Whether for festive occasions or everyday wear, Bandar/Polavaram Sarees are cherished for their exquisite craftsmanship and beauty.",No,https://drive.google.com/file/d/1IqeJSfR8n7T_bG2HFaPJl_43lkC1niW1/view?usp=drive_link,DC Handloom
Andhra Pradesh,Gold Jewellery,Krishna,510,Others,Handicraft,"Gold jewellery from Krishna, Andhra Pradesh, symbolizes timeless elegance and exquisite craftsmanship. Skilled artisans meticulously craft each piece, incorporating traditional motifs and modern designs to create stunning adornments. Renowned for their purity and intricate detailing, these jewellery pieces are treasured as symbols of wealth, status, and beauty. Whether worn for special occasions or as everyday adornments, Krishna's gold jewellery reflects the region's rich cultural heritage and the artistry of its craftsmen.",No,https://drive.google.com/file/d/1FbpvUcK2QRmkbMXcyUMTKLaMtejOLTcI/view?usp=drive_link,DC Handicraft
Andhra Pradesh,Stone carved products,Kurnool,511,Primary,Handicraft,"Kurnool, a city in Andhra Pradesh, India is famous for its stone-carving industry. This area is abundant in different types of stones such as granite, limestone, and sandstone, which are utilized to make an array of products like sculptures, statues, and architectural elements",No,https://drive.google.com/file/d/1qAiAbdkOwu1EkEn9G56BA-baBcvniJ16/view?usp=drive_link,DC Handicraft
Andhra Pradesh,Kodumuru Gadwal Sarees,Kurnool,511,Secondary,Handloom,"Kodumuru Gadwal Sarees from Kurnool, Andhra Pradesh, epitomize traditional elegance and fine craftsmanship. Handwoven by skilled artisans, these sarees feature distinctive zari work and intricate motifs, reflecting the rich cultural heritage of the region. Known for their lightweight texture and vibrant colors, Kodumuru Gadwal Sarees are cherished for their timeless appeal. Whether worn for weddings or festive occasions, they exude sophistication and grace, making them prized possessions in every wardrobe.",No,https://drive.google.com/file/d/1YqN1YGiOusviwAR0kG5cpZPinwgRMOCR/view?usp=drive_link,DC Handloom
Andhra Pradesh,Yemmiganuru Bedsheets,Kurnool,511,Tertiary,Textile,"Yemmiganuru Bedsheets from Kurnool, Andhra Pradesh, combine comfort and style with their fine craftsmanship and soft texture. Handcrafted by skilled artisans, these bedsheets boast intricate designs and vibrant colors, reflecting the region's rich cultural heritage. Made from high-quality materials, they offer a luxurious feel and ensure a restful sleep experience. Perfect for adding a touch of elegance to any bedroom, Yemmiganuru Bedsheets are cherished for their beauty and quality craftsmanship.",No,https://drive.google.com/file/d/17gzU37ApcPsmxAIlqPD5IBLLEQ6-hc7d/view?usp=drive_link,Ministry of Textile
Andhra Pradesh,Allagadda Stone Carving,Nandyal,755,Tertiary,Handicraft,"Nandyal is known for its stone carving industry, particularly for Allagadda stone carving. Allagadda, a small village located near Nandyal, is known for its skilled stone carvers who are specialized in carving various types of stones such as Granite, Marble, and Sandstone.",Yes,https://drive.google.com/file/d/1ZftN0_Qt6C2xmDnQ6NwDGw3eTF4UHFQF/view?usp=drive_link,DC Handicraft
Andhra Pradesh,Banaganapalli Mangoes,Nandyal,755,Primary,Agriculture,"Nandyal is known for its rich mango cultivation, with the mangoes are known for their sweet taste, juicy texture and aroma. The Banganapalli mangoes are considered as one of the best quality mangoes in India, they are large in size and has a good shelf life.",Yes,https://drive.google.com/file/d/1wtBGmZLxyeO41aBCot3RtbTDsmUA8iL1/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Andhra Pradesh,Nandivargam plain towels & plain lungis,Nandyal,755,Secondary,Textile,"Nandivargam plain towels & plain lungis from Nandyala, Andhra Pradesh, epitomize simplicity and functionality. Handcrafted with care, these towels and lungis feature a clean, minimalist design, making them versatile essentials for everyday use. Made from high-quality materials, they offer durability and absorbency, ensuring practicality without compromising on comfort. Whether drying off after a shower or lounging at home, Nandivargam plain towels & plain lungis are trusted companions in daily routines.",No,https://drive.google.com/file/d/149YDkgohk-eyQPhv0UbWSp_naFCdhYrj/view?usp=drive_link,Ministry of Textile
Andhra Pradesh,Kondapalli Toys,NTR (Vijaywada),749,Primary,Handicraft,"Kondapalli toys are traditional wooden toys that are made in the Indian village of Kondapalli, located in the state of Andhra Pradesh. These toys are made using locally sourced light-weight wood, primarily from the cashew tree, and are characterized by their intricate designs, vibrant colors and that are hand-painted.",Yes,https://drive.google.com/file/d/1kisly3pzNyiWMwAELF92Ihcbq9YvkdcW/view?usp=drive_link,DC Handicraft
Andhra Pradesh,Bandar type Resham (Art Silk) Sarees,NTR (Vijaywada),749,Secondary,Handloom,"NTR (Vijayawada) presents Bandar type Resham (Art Silk) Sarees, blending tradition with contemporary elegance. Handcrafted by skilled artisans, these sarees boast intricate Resham work, adding a touch of opulence to any occasion. With their vibrant colors and luxurious texture, they exude sophistication and grace. Each saree is a tribute to Andhra Pradesh's weaving heritage, showcasing the region's dedication to craftsmanship and style.",No,https://drive.google.com/file/d/1uPGuPKnxY3zD0l25n6XIFLXFkgiHDmWF/view?usp=drive_link,DC Handloom
Andhra Pradesh,Durgi Stone Carving,Palnadu (Narasaraopeta),751,Primary,Handicraft,"Palnadu is known for its traditional stone carving industry, particularly for Durgi Stone Carving. Durgi is a small village located in the Palnadu region, it is known for its skilled stone carvers who are specialized in carving various types of stones such as granite, marble and sandstone, with intricate designs.",Yes,https://drive.google.com/file/d/1I8TBBSu5k1ffHLzMdGTWFQ3ZAPFFFxLn/view?usp=drive_link,DC Handicraft
Andhra Pradesh,Sattenapalli Bedsheets,Palnadu (Narasaraopeta),751,Secondary,Textile,"Palnadu presents Sattenapalli Bedsheets, combining comfort with exquisite craftsmanship. Handwoven by skilled artisans, these bedsheets boast intricate patterns and vibrant colors, reflecting the region's rich cultural heritage. Made from high-quality materials, they offer a luxurious feel and ensure a restful sleep experience and erfect for adding a touch of elegance to any bedroom.",No,https://drive.google.com/file/d/1PtrY-FhthcLT0aFGb_EL4pQEOhti7Tlk/view?usp=drive_link,Ministry of Textile
Andhra Pradesh,Leather Puppets,Palnadu (Narasaraopeta),751,Tertiary,Handicraft,"Palnadu is renowned for its exquisite Leather Puppets, a traditional art form that captivates with its intricacy and charm. Handcrafted by skilled artisans, these puppets depict mythological characters and stories with remarkable detail and craftsmanship. Made from high-quality leather, each puppet is a testament to the region's rich cultural heritage and artistic prowess. Whether for storytelling or decorative purposes, Palnadu's Leather Puppets are cherished as symbols of tradition and creativity.",Yes,https://drive.google.com/file/d/1Y9iNzswUIIhZUIwuHkfrJ4JIvWSnD-UE/view?usp=drive_link,DC Handicraft
Andhra Pradesh,Spice Products,Palnadu (Narasaraopeta),751,Others,Agriculture,"Palnadu is known for its rich agriculture industry, particularly for its spice production. The region has a favourable climate and fertile soil that allows for the growth of various spices such as chilli, turmeric, cumin, coriander and ginger. The spices grown in the region are known for their high-quality, taste, and nutritional value.",No,https://drive.google.com/file/d/1PeJnvBhQhCAzR31asHz8qq_UOuJbcOOK/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Andhra Pradesh,Bobilli Veena,Parvathipuram Manyam,743,Primary,Handicraft,"This district is known for its traditional musical instrument industry, particularly for Bobilli Veena. Bobbili Veena is a stringed musical instrument, which is a variation of the more common Veena. It is made from wood and is characterized by its unique shape and sound, making it a well known instrument in Indian classical music.",Yes,https://drive.google.com/file/d/1JLz2HsMdnSihD8eG3M7FrnXY11CGltFL/view?usp=drive_link,DC Handicraft
Andhra Pradesh,Bobilli Sarees,Parvathipuram Manyam,743,Secondary,Handloom,"Parvathipuram Manyam introduces Bobilli Sarees, embodying the essence of tradition and elegance. Handwoven by skilled artisans, these sarees feature intricate designs and vibrant colors, reflecting the region's rich textile heritage. Adorned with traditional motifs and fine detailing, each saree exudes timeless charm and sophistication, making it a cherished choice for special occasions. Bobilli Sarees celebrate the artistry and craftsmanship of Andhra Pradesh's weaving legacy.",No,https://drive.google.com/file/d/1IqeJSfR8n7T_bG2HFaPJl_43lkC1niW1/view?usp=drive_link,DC Handloom
Andhra Pradesh,Severa Adivasi Paintings,Parvathipuram Manyam,743,Tertiary,Handicraft,"Parvathipuram Manyam showcases the exquisite Severa Adivasi Paintings, a testament to the region's rich cultural heritage and artistic prowess. Created by talented Adivasi artists, these paintings depict scenes from folklore, nature, and daily life with intricate detail and vibrant colors. Each artwork tells a unique story and reflects the community's deep connection to their surroundings. Severa Adivasi Paintings are not just art but a celebration of tradition and identity in Andhra Pradesh's cultural landscape.",No,https://drive.google.com/file/d/1O33OpDVlp-_OAygmcmSLqSMNBYylAkHy/view?usp=drive_link,DC Handicraft
Andhra Pradesh,Rice,Parvathipuram Manyam,743,Others,Agriculture,"The district of Parvathipuram Manyam is known for its agriculture industry, particularly for rice cultivation. The region has a favourable climate and fertile soil that allows for the growth of different varieties of rice. The rice grown in the region is known for its high-quality, taste, and nutritional value.",No,https://drive.google.com/file/d/1UlaMkhC4m9Bng_fEnNRkiAnsLVCvrQku/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Andhra Pradesh,Granite (Black Galaxy),Prakasam,517,Primary,Manufacturing,"Prakasam district, located in the Indian state of Andhra Pradesh, is known for its rich deposits of Black Galaxy granite. This type of granite, known for its jet black background and golden-brown flecks, is quarried in the villages of Chimakurthy and Ongole. Black Galaxy granite is widely used in construction and home design.",No,https://drive.google.com/file/d/1pU_JokdjJguHZpYvhvSIV7KUlb3eahyv/view?usp=drive_link,MSME
Andhra Pradesh,Ethamukkala Check Lungis,Prakasam,517,Secondary,Textile,"Prakasam presents Ethamukkala Check Lungis, a timeless symbol of style and tradition. Handwoven with precision by skilled artisans, these lungis feature distinctive check patterns that reflect the region's rich cultural heritage. Made from high-quality materials, they offer both comfort and durability. Whether worn casually or on special occasions, Ethamukkala Check Lungis are cherished for their classic appeal and craftsmanship, representing the essence of Andhra Pradesh's textile tradition.",No,https://drive.google.com/file/d/1I9GE535DLbtQkLdjbmXFjmgBm0L8iiel/view?usp=drive_link,Ministry of Textile
Andhra Pradesh,Udayagiri Wooden Cutlery,SPSR Nellore,515,Primary,Handicraft,"Udayagiri is a small town located in the district, known for its skilled artisans who craft a wide range of wooden cutlery products such as plates, cups, spoons, and bowls. The artisans use traditional techniques passed down through generations to create these beautiful and unique wooden utensils.",Yes,https://drive.google.com/file/d/1xpNtVs4WGHF8W87Pfs_h_7Qh-PhtLHOL/view?usp=drive_link,DC Handicraft
